==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
    **How long does the tour last?**
    The tour generally lasts a half day, around 4-5 hours. This allows plenty of time to explore each stop without feeling rushed.
    **Are the bunkers accessible to everyone?**
    While the tour is designed to be accessible to most visitors, exploring the bunkers will involve some walking on uneven terrain. It’s best to wear sturdy footwear if needed and be prepared for some light hiking-up sand dunes.
    **What wildlife can I expect to see on the tour?**
    Bribie Island is home to a diverse range of wildlife, including sea eagles, whistling kites, kangaroos, wallabies, and dolphins. Keep your eyes peeled throughout the tour for the chance to spot these incredible animals.
    **Can I swim during the tour?**
    Yes, there will be an opportunity or go for a short swim at the lagoons. Be sure to ask your guide for safe swimming spots if you’re interested.
    **Book Your Adventure Today!**
    Don’t miss out on this chance to experience the best of Bribie Island. With the perfect blend of history, adventure, and natural beauty, this tour is one you’ll remember for years to come. Book your Bribie Island National Park 4WD, Kayak, Beach & WWII Bunker Tour today, and get ready to embark on an unforgettable journey.

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Duration: 4-5 Hours
      Professional driver & guide
      4WD Tour of Bribie Beach
      Photo opportunity with native wild life
      Visit the lagoons (swimming optional)
      Kayak through Norfolk Lagoon
      Explore Fort Bribie (WWII fortifications)
      Learn the history of the island
      Water & fruit included
      The meeting location is 140 North st Woorim, Bribie Island. We will send a map with details with your booking
      Bribie Island 4WD, Kayak, Beach & Bunker Tour.An Unforgettable Adventure
      Bribie Island, located just off the coast of Queensland, is a treasure trove of natural beauty, rich history, and exciting outdoor activities. The Bribie Island National Park 4WD, kayak, beach, and WWII bunker tour offers visitors a unique opportunity to explore this stunning location through a blend of adventure and education. From pristine beaches and tranquil lagoons to fascinating wartime relics, this experience is perfect for nature lovers, history buffs, and thrill-seekers alike.
      Beach Drive to Norfolk Lagoon: The Kayak Adventure Begins: The adventure kicks off with a beach drive through Bribie Island’s unspoiled coastline. The bumpy beach access track connecting you to the smooth yet exhilarating journey along the sandy shores is the perfect prelude to what lies ahead. With the windows down, the fresh sea breeze fills the air as the 4WD vehicle navigates the shoreline, making its way towards the serene Norfolk Lagoon.
      The Kayak Journey: Once you reach Norfolk Lagoon, you’ll be greeted by the calm, tee-tree-stained waters that reflect the surrounding beauty like a mirror. The real magic begins as the kayaks are unloaded and participants glide into Second Lagoon (Norfolk Lagoon)—a secluded paradise. Paddling through these peaceful waters offers a chance to witness the island’s incredible flora and fauna up close. From birdlife such as the whistling kite and sea eagle, while the lagoon’s shores might reveal the presence of kangaroos and wallabies. This kayak experience is not just about adventure; it’s about connecting with nature in one of its most peaceful forms.
      Wildlife at Its Best: Nature lovers and photography enthusiasts will be in their element here. Bribie Island’s lagoons are alive with activity, from playful bird species to skittish marsupials along the banks. It’s the perfect backdrop for capturing stunning photographs that highlight Australia’s unique wildlife. With each stroke of the paddle, you’ll be immersed in a vibrant world that seems a million miles away from city life.
      Exploring History: WWII Fort Bribie Bunkers: After a peaceful and reflective kayak journey, the tour shifts gears as you dive into Australia’s wartime history with a visit to the WWII Fort Bribie Bunkers. Located further up the coast, these bunkers serve as haunting reminders of Australia’s military past.
      A Window Into Wartime Australia: During World War II, Bribie Island played a crucial role in defending the nation’s coastline. Fort Bribie was established as part of Australia’s coastal defense strategy, designed to protect against potential naval attacks. Walking through these weathered structures, you’ll gain insight into the lives of the soldiers who once manned the bunkers, guarding against threats that, fortunately, never materialized.
      Guides provide fascinating narratives about the bunkers’ construction, usage, and their role in Australia’s defense during the 1940s. The echoes of history resonate through these aging concrete structures, as the ocean, now slowly reclaiming them, adds to the bittersweet feeling of witnessing history slip away. Make sure to explore these landmarks while you can—these relics are gradually being eroded by the forces of nature.
      Dolphin Watching and Coastal Drive Back South: As the tour continues back along the island’s coast, the excitement doesn’t stop. This leg of the journey often brings with it a surprise—local dolphins frolicking just offshore. These playful creatures can often be seen leaping through the waves, adding an extra layer of magic to an already incredible day.
      Welsby Lagoon Stop: Before the day comes to a close, the tour makes a stop at Welsby Lagoon. This picturesque spot offers panoramic views that are perfect for soaking in the natural splendor of the island. Here, you can unwind and reflect on the adventure so far, capturing one last round of photos as the day slowly comes to a close.
      Return to Your Pickup Point: As the tour winds down, the journey back to the pickup point offers time to reflect on the incredible sights, sounds, and experiences of the day. From paddling through serene lagoons to exploring WWII bunkers, each moment of the tour delivers a new perspective on Bribie Island’s unique blend of natural beauty and historical significance.
      Why You Should Book the Bribie Island National Park 4WD, Kayak, and WWII Bunker Tour: This tour is more than just an outdoor excursion—it’s an all-encompassing experience that blends adventure, education, and relaxation. Whether you’re looking to escape into nature or dive deep into history, Bribie Island National Park has something to offer everyone. Some of the key reasons to book this tour include:
      1. Immersive Nature Experience: Bribie Island is home to some of Australia’s most stunning natural landscapes. The opportunity to explore beautiful beaches, serene lagoons, and rich wildlife habitats makes this tour a must for nature enthusiasts. Whether you’re kayaking through the tranquil waters or spotting dolphins along the coast, each moment is a celebration of Australia’s wild beauty.
      2. Historical Exploration: History lovers will relish the chance to visit the WWII bunkers and learn about Australia’s role in the global conflict. The bunkers are not only fascinating relics but also serve as poignant reminders of the past, providing a unique educational experience.
      3. Thrilling Outdoor Adventure: The 4WD beach drive offers excitement and unparalleled views of the coastline. Combine this with the peaceful yet adventurous kayak journey, and you have an action-packed day of outdoor activities that will leave you with memories to last a lifetime.

  [FAQS]
      What should I bring on the tour?
      You’ll want to pack essentials like sunscreen, a hat, sunglasses, comfortable clothing, and water. A camera or phone with a good camera is a must for capturing the beautiful scenery and wildlife.
      Is the tour suitable for children?
      Yes, the tour is family-friendly and suitable for children who enjoy outdoor activities. The combination of 4WD, kayaking, and history exploration offers something for all ages.
      How long does the tour last?
      The tour generally lasts a half day, around 4-5 hours. This allows plenty of time to explore each stop without feeling rushed.
      Are the bunkers accessible to everyone?
      While the tour is designed to be accessible to most visitors, exploring the bunkers will involve some walking on uneven terrain. It’s best to wear sturdy footwear if needed and be prepared for some light hiking-up sand dunes.
      What wildlife can I expect to see on the tour?
      Bribie Island is home to a diverse range of wildlife, including sea eagles, whistling kites, kangaroos, wallabies, and dolphins. Keep your eyes peeled throughout the tour for the chance to spot these incredible animals.
      Can I swim during the tour?
      Yes, there will be an opportunity or go for a short swim at the lagoons. Be sure to ask your guide for safe swimming spots if you’re interested.

  EMPTY (19): IMPORTANT INFO, HIGHLIGHTS, WHAT'S INCLUDED, WHAT'S NOT INCLUDED, EXTRAS, ITINERARY, WHAT TO BRING, DURATION, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, PRICING, DISCLAIMERS, HEALTH & SAFETY, CONTACT, MEETING POINT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.


==============================================================================
PYXCCK   cape2camp
Cape2Camp End to End 7 Days
==============================================================================
  RETENTION  98.3%   FILL RATE  33.3% (7/21 fields)   FINDINGS 1
  16 headings | 1,057 words | raw file: Rezdy-cape2camp-PYXCCK.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [NO HEADING] redo_desc_what_included filled but no heading names it

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    ## 7 Days, 6 Nights, 135 km of Adventure!
    Embark on the iconic End-to-End Cape to Cape Track from Cape Naturaliste to Cape Leeuwin with Cape2Camp. This moderate to challenging hike offers breathtaking views and diverse terrains. We handle the details—transport, meals, accommodation—so you can focus on the journey. "We keep you on track!"
    ✅ **No daily transfers needed** – Enjoy a true self-guided experience.
    ✅ **Comfortable tented accommodation** – With bedding provided, you’ll sleep soundly under the stars.
    ✅ **All meals & drinks included** – Including delicious local wine and beer.
    ✅ **Hand-luggage transfers between campsites** – We carry your luggage, so you can focus on your hike.
    ✅ **24/7 phone support & WhatsApp group** – Stay connected and get support throughout your journey.
    ✅ **Sustainable hiking** – We prioritise low-impact camping and support local produce.
    **Day 1: Cape Naturaliste to Yallingup (14 km)**
    Start your adventure at Cape Naturaliste Lighthouse, taking in sweeping ocean views. Hike along the Cape Naturaliste Ridge, offering stunning views of the coast—great for setting the tone for your adventure. Pass Sugarloaf Rock and continue to Yallingup, where you can enjoy a refreshing swim in the Yallingup Lagoon, a real treat after your hike. Relax at Yallingup Beach Caravan Park for the night, and enjoy dinner at Caves House Restaurant (own cost) for a cosy dining experience.
    **Day 2: Yallingup to Moses Rock (18 km)**
    Begin your hike from Yallingup, passing Smiths Beach and the tranquil Injidup Spa, famous for its natural rock pools that offer the perfect spot for a rejuvenating swim. Continue along coastal paths, arriving at Moses Rock. A transfer back to Yallingup will await, where you’ll stay another night at Yallingup Caravan Park, enjoying the peaceful setting and perhaps relaxing for the evening.
    **Day 3: Moses Rock to Gracetown (16 km)**
    Hike along Wilyabrup Cliffs, offering breathtaking coastal views. Continue along scenic trails to Gracetown, where you can enjoy a shower before heading to Grace Farm for an optional wine tasting across the road. Stay overnight at Gracetown Caravan Park, nestled inland and offering a serene environment for a restful evening.
    **Day 4: Gracetown to Prevelly (20 km)**
    Hike through Cowaramup Bay, known for its clear waters, and pass Ellensbrook Homestead. Reach the Margaret River Mouth and enjoy stunning views where the river meets the ocean. In the evening, enjoy dinner at Seagarden Café (own cost), offering beautiful views of Margaret River Mainbreak and a stunning sunset. Stay at Prevelly Caravan Park, with its peaceful beachside setting.
    **Day 5: Prevelly to Conto (19 km)**
    Hike through Boodjidup Brook and Redgate Beach, known for its striking red rocks. Explore Bob's Hollow before arriving at Contos Cliff, where panoramic ocean views await. Walk into Conto Campground, nestled in the tranquil Boranup Forest, where you may encounter wildlife like kangaroos and emus. Settle in and relax for the night.
    **Day 6: Conto to Hamelin Bay (22 km)**
    Walk through the Boranup Forest, lined with towering karri trees. Continue along to Boranup Beach, where you can enjoy stunning coastal vistas. Arrive at Hamelin Bay, known for its friendly stingrays. Stay at Hamelin Bay Holiday Park, just steps from the beach, and unwind in this peaceful location.
    **Day 7: Hamelin Bay to Cape Leeuwin (26 km)**
    Hike along rugged coastal cliffs, passing the dramatic Blowholes at Cosy Corner, where the ocean’s power is on full display. Continue on to Deepdene Beach, your last long beach leg, offering a real sense of adventure and remoteness. Finish your journey at the historic Cape Leeuwin Lighthouse, where the Southern and Indian Oceans meet. Celebrate the end of your adventure before heading back to Waterwheel car park to collect your vehicle.
    **Packing List**
    - **Clothing & Footwear:** Dress in layers to adapt to changing weather. Trail shoes or comfortable sneakers work best for the terrain.
    - **Essentials:** Don’t forget sunscreen, insect repellent, blister care, and a head torch.
    - **Tech & Hydration:** Bring a power bank, swimwear, and water for Day 1.
    - **Seasonal Item:** Fly net (recommended from November to December).
    **Safety First**
    - **Navigation Apps:** Download AllTrails (Pro version) or the Cape to Cape Navigation App for offline maps and easy route guidance.
    - **Emergency App:** Install the St John First Responder App for quick access in emergencies.
    - **Track Conditions:** The trail is well-marked, but navigation support offers extra peace of mind.
    **Food & Drinks**
    - **Meals:** All meals are included, crafted with fresh, local ingredients by Inspired Feast.
    - **Dietary Options:** Vegetarian and gluten-free options available upon request.
    - **Beverages:** Enjoy water, coconut water, juice, tea, coffee, and a selection of local wine and beer.
    - **Snacks:** Trail mix is provided, but feel free to bring extra snacks. We’ll transfer them with your hand luggage.
    **Comfortable Campsites**
    - **Accommodation:** Sleep in cosy twin-share tents, complete with inflatable mattresses, quilts, and pillows.
    - **Camp Setup:** Walk-in, walk-out campsites ensure full immersion in nature—no daily transfers needed.
    - **Campfire Season:** Campfires are allowed from 1 May to 1 November to enhance your outdoor experience.
    **Trail Ready**
    - **Leave No Trace:** Help protect nature by following Leave No Trace principles.
    - **Emergency Preparation:** Download your navigation and emergency apps before your hike.
    - **Power Bank:** Keep your devices charged with a portable power bank—especially useful on longer hikes.
    **Customisable Options**
    - **Single Occupancy:** Prefer a solo tent? Single occupancy tents are available as an add-on when booking.
    - **Equipment Rentals:** Need hiking poles or a backpack? Rentals are available for your convenience.
    - **Gourmet Add-On:** A snack pack will be waiting for you at camp—your little reward after a day of hiking.
    **Additional Information**
    - **Vehicle Parking:** Park your car where your hike ends; we’ll transfer you to the trailhead to get started.
    - **Private Groups:** For 2 or more hikers, we offer flexible itineraries. Set your dates and we’ll design an experience tailored to your needs.
    - **Exclusions:** Breakfast on Day 1 and accommodation before or after your Cape2Camp experience are not included.
    **Ready to Hike?**
    - **Booking:** A 20% deposit secures your spot. The remaining balance is due 10 days prior to your Cape2Camp adventure.
    - **Travel Insurance:** We recommend travel insurance for peace of mind during your adventure.
    - **We Keep You on Track:** For the full experience, day and night, we handle the logistics so you can focus on the adventure!

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      7 Days, 6 Nights, 135 km of Adventure!
      Embark on the iconic End-to-End Cape to Cape Track from Cape Naturaliste to Cape Leeuwin with Cape2Camp. This moderate to challenging hike offers breathtaking views and diverse terrains. We handle the details—transport, meals, accommodation—so you can focus on the journey. "We keep you on track!"
      ✅ No daily transfers needed – Enjoy a true self-guided experience.
      ✅ Comfortable tented accommodation – With bedding provided, you’ll sleep soundly under the stars.
      ✅ All meals & drinks included – Including delicious local wine and beer.
      ✅ Hand-luggage transfers between campsites – We carry your luggage, so you can focus on your hike.
      ✅ 24/7 phone support & WhatsApp group – Stay connected and get support throughout your journey.
      ✅ Sustainable hiking – We prioritise low-impact camping and support local produce.
      Dietary Options: Vegetarian and gluten-free options available upon request.
      Leave No Trace: Help protect nature by following Leave No Trace principles.
      Emergency Preparation: Download your navigation and emergency apps before your hike.
      Power Bank: Keep your devices charged with a portable power bank—especially useful on longer hikes.
      Booking: A 20% deposit secures your spot. The remaining balance is due 10 days prior to your Cape2Camp adventure.
      Travel Insurance: We recommend travel insurance for peace of mind during your adventure.
      We Keep You on Track: For the full experience, day and night, we handle the logistics so you can focus on the adventure!

  [IMPORTANT INFO]
      Vehicle Parking: Park your car where your hike ends; we’ll transfer you to the trailhead to get started.
      Private Groups: For 2 or more hikers, we offer flexible itineraries. Set your dates and we’ll design an experience tailored to your needs.
      Exclusions: Breakfast on Day 1 and accommodation before or after your Cape2Camp experience are not included.

  [WHAT'S INCLUDED]
      Meals: All meals are included, crafted with fresh, local ingredients by Inspired Feast.
      Beverages: Enjoy water, coconut water, juice, tea, coffee, and a selection of local wine and beer.
      Snacks: Trail mix is provided, but feel free to bring extra snacks. We’ll transfer them with your hand luggage.
      Accommodation: Sleep in cosy twin-share tents, complete with inflatable mattresses, quilts, and pillows.
      Camp Setup: Walk-in, walk-out campsites ensure full immersion in nature—no daily transfers needed.
      Campfire Season: Campfires are allowed from 1 May to 1 November to enhance your outdoor experience.

  [EXTRAS]
      Single Occupancy: Prefer a solo tent? Single occupancy tents are available as an add-on when booking.
      Equipment Rentals: Need hiking poles or a backpack? Rentals are available for your convenience.
      Gourmet Add-On: A snack pack will be waiting for you at camp—your little reward after a day of hiking.

  [ITINERARY]
      Day 1: Cape Naturaliste to Yallingup (14 km) Start your adventure at Cape Naturaliste Lighthouse, taking in sweeping ocean views. Hike along the Cape Naturaliste Ridge, offering stunning views of the coast—great for setting the tone for your adventure. Pass Sugarloaf Rock and continue to Yallingup, where you can enjoy a refreshing swim in the Yallingup Lagoon, a real treat after your hike. Relax at Yallingup Beach Caravan Park for the night, and enjoy dinner at Caves House Restaurant (own cost) for a cosy dining experience.
      Day 2: Yallingup to Moses Rock (18 km) Begin your hike from Yallingup, passing Smiths Beach and the tranquil Injidup Spa, famous for its natural rock pools that offer the perfect spot for a rejuvenating swim. Continue along coastal paths, arriving at Moses Rock. A transfer back to Yallingup will await, where you’ll stay another night at Yallingup Caravan Park, enjoying the peaceful setting and perhaps relaxing for the evening.
      Day 3: Moses Rock to Gracetown (16 km) Hike along Wilyabrup Cliffs, offering breathtaking coastal views. Continue along scenic trails to Gracetown, where you can enjoy a shower before heading to Grace Farm for an optional wine tasting across the road. Stay overnight at Gracetown Caravan Park, nestled inland and offering a serene environment for a restful evening.
      Day 4: Gracetown to Prevelly (20 km) Hike through Cowaramup Bay, known for its clear waters, and pass Ellensbrook Homestead. Reach the Margaret River Mouth and enjoy stunning views where the river meets the ocean. In the evening, enjoy dinner at Seagarden Café (own cost), offering beautiful views of Margaret River Mainbreak and a stunning sunset. Stay at Prevelly Caravan Park, with its peaceful beachside setting.
      Day 5: Prevelly to Conto (19 km) Hike through Boodjidup Brook and Redgate Beach, known for its striking red rocks. Explore Bob's Hollow before arriving at Contos Cliff, where panoramic ocean views await. Walk into Conto Campground, nestled in the tranquil Boranup Forest, where you may encounter wildlife like kangaroos and emus. Settle in and relax for the night.
      Day 6: Conto to Hamelin Bay (22 km) Walk through the Boranup Forest, lined with towering karri trees. Continue along to Boranup Beach, where you can enjoy stunning coastal vistas. Arrive at Hamelin Bay, known for its friendly stingrays. Stay at Hamelin Bay Holiday Park, just steps from the beach, and unwind in this peaceful location.
      Day 7: Hamelin Bay to Cape Leeuwin (26 km) Hike along rugged coastal cliffs, passing the dramatic Blowholes at Cosy Corner, where the ocean’s power is on full display. Continue on to Deepdene Beach, your last long beach leg, offering a real sense of adventure and remoteness. Finish your journey at the historic Cape Leeuwin Lighthouse, where the Southern and Indian Oceans meet. Celebrate the end of your adventure before heading back to Waterwheel car park to collect your vehicle.

  [WHAT TO BRING]
      Clothing & Footwear: Dress in layers to adapt to changing weather. Trail shoes or comfortable sneakers work best for the terrain.
      Essentials: Don’t forget sunscreen, insect repellent, blister care, and a head torch.
      Tech & Hydration: Bring a power bank, swimwear, and water for Day 1.
      Seasonal Item: Fly net (recommended from November to December).

  [HEALTH & SAFETY]
      Navigation Apps: Download AllTrails (Pro version) or the Cape to Cape Navigation App for offline maps and easy route guidance.
      Emergency App: Install the St John First Responder App for quick access in emergencies.
      Track Conditions: The trail is well-marked, but navigation support offers extra peace of mind.

  EMPTY (14): HIGHLIGHTS, WHAT'S NOT INCLUDED, DURATION, CANCELLATION, CHECK IN, ACCESSIBILITY, RESTRICTIONS, SPECIAL REQUIREMENTS, FAQS, PRICING, DISCLAIMERS, CONTACT, MEETING POINT, GROUP SIZE
    ^ the supplier wrote no heading for these. Their text, if any,
      is in ABOUT above -- nothing was dropped.

  [FLAGS -- the model's own notes, never shown to a customer]
      what_included: moved 'Dietary Options: Vegetarian and gluten-free options available upon request.' -> about (available upon request)


==============================================================================
P70YXP   pineappletours
Tamborine Mountain - Hop On Hop Off + Glow Worms & Rainforest Skywalk - From Gold Coast
==============================================================================
  RETENTION  98.4%   FILL RATE  28.6% (6/21 fields)   FINDINGS 1
  16 headings | 1,052 words | raw file: Rezdy-pineappletours-P70YXP.json

  ISSUES FOUND (CANDIDATE -- verify against the text below)
    [DUPLICATED] redo_desc_highlights & redo_desc_what_included: Unlimited Hop On Hop Off access on Tamborine Mountain

------------------------------------------------------------------------------
SUPPLIER TEXT (what the model was given)
------------------------------------------------------------------------------
    Make the most of your day on Tamborine Mountain with both of its signature rainforest experiences included. This flexible tour from the Gold Coast combines return coach transfers, unlimited hop on hop off access on the mountain, a guided Glow Worm Cave tour and pre-booked Rainforest Skywalk entry.
    Your day starts with the Gold Coast shuttle, departing from convenient pickup points and travelling up into the hinterland. On arrival at Tamborine Mountain, you’ll transfer to the Hop On Hop Off Mountain Loop, which operates throughout the day between participating wineries, breweries, distilleries, cafés, Gallery Walk and key attractions.
    You’re free to design your own itinerary. Hop off for tastings at local wineries and breweries, enjoy a relaxed lunch at a café, browse art and gift shops along Gallery Walk, or visit lookouts and short walks for sweeping valley views. At your allocated times, you’ll join two included experiences: the Glow Worm Cave tour and the Rainforest Skywalk.
    At the Glow Worm Caves, a short rainforest boardwalk leads you into a purpose-built cave where thousands of glow worms glitter overhead as your guide explains their unique lifecycle and conservation. At the Rainforest Skywalk, elevated steel walkways and forest trails take you through lush rainforest canopy and down to the forest floor, with interpretive signage and beautiful scenery.
    Between and after these experiences, you can continue using the hop on hop off service to explore more of Tamborine Mountain. In the afternoon, you’ll re join the Gold Coast shuttle for a comfortable return to your original pickup area, wrapping up a full day of rainforest, views and village charm – with the major attractions already taken care of.
    ## Highlights
    - Return transfers from the Gold Coast to Tamborine Mountain
    - Unlimited Hop On Hop Off access on Tamborine Mountain
    - Pre-booked, guaranteed entry to the Glow Worm Caves
    - Pre-booked, guaranteed entry to the Rainforest Skywalk
    - Freedom to choose your own stops – wineries, breweries, distilleries, cafés, Gallery Walk and attractions
    - Scenic lookouts and photo stops around Tamborine Mountain
    - Travel in luxury, air-conditioned, eco-friendly vehicles
    - Friendly local driver/guide
    ## Inclusions
    - Return transfer from Gold Coast to Tamborine Mountain
    - Unlimited Hop On Hop Off access on Tamborine Mountain
    - Pre-booked, guaranteed entrance to the Glow Worm Caves
    - Pre-booked, guaranteed entrance to the Rainforest Skywalk
    - Air-conditioned, luxury, eco-friendly vehicles
    - Local driver/guide
    - Scenic stops and basic commentary
    ## Exclusions
    - Food and drinks
    - Wine, beer and spirit tastings
    - Other venue entry fees or paid attractions not specified as included
    - Purchases at shops, cafés and venues
    - Travel insurance
    ## Itinerary / Itinerary Description
    **Pickup & Departure from the Gold Coast**
    Your day begins with our Gold Coast Shuttle, which departs at 8:30 am and transfers you to Tamborine Mountain.
    **Gold Coast Pickup Schedule:**
    - 8:30 am – Robina Train Station Park & Ride
    - 8:45 am – The Star Casino, 1 Casino Dr, Broadbeach QLD 4218
    - 9:00 am – voco Gold Coast, 31 Hamilton Ave, Surfers Paradise QLD 4217
    - 9:15 am – JW Marriott, 158 Ferny Ave, Surfers Paradise QLD 4217
    - 9:35 am – Gold Coast University Hospital (Cnr Nexus Way & Parklands Dr – Platform 4)
    Once on the mountain, you’ll transfer to the local Hop On Hop Off Loop, which continuously runs between participating breweries, wineries, distilleries, cafés and attractions throughout the day.
    Note: Guests booked on the Winery Tour will continue on their own separate guided tour after arrival. This is a distinct experience from the Hop On Hop Off circuit.
    **Hop On, Hop Off Freedom**
    Enjoy total flexibility. Hop off at any participating venue, explore at your own pace, then hop back on the next bus when you’re ready.
    **Glow Worm Caves**
    At your booked time, you will be dropped at the Glow Worm Caves for your included guided tour:
    - Short rainforest boardwalk to the cave entrance
    - Guided experience inside the purpose-built cave
    - See thousands of glow worms glowing overhead and learn about their lifecycle and conservation
    After the tour, re join the Hop On Hop Off service to continue exploring Tamborine Mountain.
    **Rainforest Skywalk**
    At your allocated time, you will visit the Rainforest Skywalk for your second included experience:
    - Elevated steel walkways and forest trails through lush rainforest
    - Views into the canopy and down to the forest floor
    - Interpretive signage and displays explaining the local environment
    After your Skywalk visit, rejoin the Hop On Hop Off service to continue your day on the mountain.
    **Choose Your Stops**
    You decide how many and which venues to visit. Want to stay longer at one location? No problem – just let your driver know and catch a later loop service.
    **Return to the Gold Coast**
    The return shuttle departs Tamborine Mountain at approximately 3:30 pm and arrives back at the Gold Coast at around 5:00 pm, dropping you at your original pickup area.
    Times are approximate and may vary due to traffic and conditions.
    ## Additional Information
    - **Departure Time:** First pickup from Gold Coast at 8:30 am
    - **Return Time:** Approx. 5:00 pm back at the Gold Coast
    - **Duration:** Full day (approx. 8.5–9 hours)
    - **Fitness Level:** Easy – most walking is on formed paths and boardwalks
    - **Family Friendly:** Suitable for most ages; children must be supervised by an adult
    **What to Bring:**
    - Comfortable walking shoes
    - Light jacket or jumper (Tamborine Mountain can be cooler than the coast)
    - Water bottle
    - Hat, sunglasses and sunscreen
    - Camera or smartphone
    - Payment method for food, drinks, tastings and shopping
    **Optional Add-on:**
    - $90 per booking fee to be picked up and dropped off at an alternate location (subject to availability).
    **Guest Cancellations:**
    - More than 48 hours before tour: Full refund
    - Within 48 hours or no-show: No refund
    **Important Notes:**
    - Glow Worm Cave and Rainforest Skywalk times are pre-booked and cannot always be changed on the day.
    - Some venues and attractions have limited capacity and may require advance bookings.
    - Hop On Hop Off routing and participating venues are subject to change without notice.
    - Many venues offer exclusive discounts for Pineapple Tours guests — ask your driver on the day.
    - Tour operates in most weather conditions; itinerary may be adjusted for safety.

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Make the most of your day on Tamborine Mountain with both of its signature rainforest experiences included. This flexible tour from the Gold Coast combines return coach transfers, unlimited hop on hop off access on the mountain, a guided Glow Worm Cave tour and pre-booked Rainforest Skywalk entry.
      Your day starts with the Gold Coast shuttle, departing from convenient pickup points and travelling up into the hinterland. On arrival at Tamborine Mountain, you’ll transfer to the Hop On Hop Off Mountain Loop, which operates throughout the day between participating wineries, breweries, distilleries, cafés, Gallery Walk and key attractions.
      You’re free to design your own itinerary. Hop off for tastings at local wineries and breweries, enjoy a relaxed lunch at a café, browse art and gift shops along Gallery Walk, or visit lookouts and short walks for sweeping valley views. At your allocated times, you’ll join two included experiences: the Glow Worm Cave tour and the Rainforest Skywalk.
      At the Glow Worm Caves, a short rainforest boardwalk leads you into a purpose-built cave where thousands of glow worms glitter overhead as your guide explains their unique lifecycle and conservation. At the Rainforest Skywalk, elevated steel walkways and forest trails take you through lush rainforest canopy and down to the forest floor, with interpretive signage and beautiful scenery.
      Between and after these experiences, you can continue using the hop on hop off service to explore more of Tamborine Mountain. In the afternoon, you’ll re join the Gold Coast shuttle for a comfortable return to your original pickup area, wrapping up a full day of rainforest, views and village charm – with the major attractions already taken care of.
      Once on the mountain, you’ll transfer to the local Hop On Hop Off Loop, which continuously runs between participating breweries, wineries, distilleries, cafés and attractions throughout the day.
      Note: Guests booked on the Winery Tour will continue on their own separate guided tour after arrival. This is a distinct experience from the Hop On Hop Off circuit.
      Hop On, Hop Off Freedom: Enjoy total flexibility. Hop off at any participating venue, explore at your own pace, then hop back on the next bus when you’re ready.
      Glow Worm Caves: At your booked time, you will be dropped at the Glow Worm Caves for your included guided tour:
      Short rainforest boardwalk to the cave entrance
      Guided experience inside the purpose-built cave
      See thousands of glow worms glowing overhead and learn about their lifecycle and conservation
